   28   31     0     0  con    0  1.0D+00  6.3D-01  3.013D-03  2.033D+00
   29   32     0     0  con    0  1.0D+00  6.6D-01  4.093D-03  2.033D+00
   30   33     0     0  con    0  1.0D+00  1.2D+00  8.116D-03  2.033D+00
   31   35     0     0  con    1  1.2D-01  3.5D-01  1.943D-02  2.033D+00
   32   36     0     0  con    0  1.0D+00  1.5D+00  9.207D-03  2.032D+00
   33   37     0     0  con    0  1.0D+00  2.5D+00  1.891D-03  2.032D+00
   34   38     0     0  con    0  1.0D+00  4.2D+00  2.811D-03  2.032D+00
   35   41     0     0  con    2  1.7D+00  3.9D+01  2.502D-02  2.032D+00
   36   42     0     0  con    0  1.0D+00  5.1D+00  1.599D-02  2.032D+00
   37   44     0     0  con    1  2.5D-01  3.3D+01  2.930D-02  2.031D+00
   38   46     0     0  con    1  3.8D-01  2.6D+01  4.924D-02  2.031D+00
   39   47     0     0  con    0  1.0D+00  6.0D+01  2.192D-01  2.028D+00
   40   48     0     0  con    0  1.0D+00  2.5D+01  4.480D-01  2.026D+00
   41   50     0     0  con    1  5.0D-01  3.1D+01  8.617D-02  2.023D+00
   42   53     0     0  con    2  1.3D-01  2.2D+01  2.704D-01  2.022D+00
   43   54     0     0  con    0  1.0D+00  4.4D+01  1.455D+00  2.022D+00
   44   55     0     0  con    0  1.0D+00  1.4D+00  1.097D-01  2.021D+00
   45   56     0     0  con    0  1.0D+00  7.4D+00  5.411D-02  2.020D+00
   46   58     0     0  con    1  5.1D-01  4.1D+01  3.642D-02  2.019D+00
   47   59     0     0  con    0  1.0D+00  3.8D+01  6.648D-02  2.018D+00
   48   60     0     0  con    0  1.0D+00  5.5D+01  2.737D-01  2.017D+00
   49   61     0     0  con    0  1.0D+00  7.8D+00  3.387D-01  2.017D+00
   50   62     0     0  con    0  1.0D+00  1.0D+01  1.148D-01  2.017D+00
   51   63     0     0  con    0  1.0D+00  1.5D+01  5.769D-02  2.017D+00
   52   64     0     0  con    0  1.0D+00  4.2D+00  2.352D-02  2.017D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.094D+02  4.918D+01
    1    2     1     0  ---    0  3.2D-03  1.0D+00  2.863D+00  3.507D+00
    2    4     0     0  con    1  5.0D+00  6.2D-02  2.388D+00  3.288D+00
    3    5     0     0  con    0  1.0D+00  3.5D-01  8.931D-01  2.553D+00
    4    6     0     0  con    0  1.0D+00  2.3D-01  4.658D-01  2.339D+00
    5    7     0     0  con    0  1.0D+00  2.9D-01  2.135D-01  2.206D+00
    6    8     0     0  con    0  1.0D+00  3.0D-01  1.117D-01  2.141D+00
    7    9     0     0  con    0  1.0D+00  4.2D-01  1.398D-01  2.107D+00
    8   10     0     0  con    0  1.0D+00  2.8D-01  8.274D-02  2.085D+00
    9   11     0     0  con    0  1.0D+00  3.2D-01  8.917D-02  2.067D+00
   10   12     0     0  con    0  1.0D+00  6.4D-01  5.175D-02  2.040D+00
   11   13     0     0  con    0  1.0D+00  5.4D-01  5.124D-02  2.035D+00
   12   14     0     0  con    0  1.0D+00  1.0D-01  2.220D-02  2.033D+00
   13   15     0     0  con    0  1.0D+00  4.3D-02  1.137D-02  2.032D+00
   14   16     0     0  con    0  1.0D+00  1.2D-01  1.253D-02  2.031D+00
   15   17     0     0  con    0  1.0D+00  3.0D-01  1.628D-02  2.030D+00
   16   18     0     0  con    0  1.0D+00  3.3D-01  1.314D-02  2.029D+00
   17   19     0     0  con    0  1.0D+00  4.7D-01  1.151D-02  2.027D+00
   18   20     0     0  con    0  1.0D+00  7.3D-01  6.919D-02  2.026D+00
   19   21     0     0  con    0  1.0D+00  5.8D-01  1.405D-02  2.024D+00
   20   22     0     0  con    0  1.0D+00  4.0D-01  4.088D-03  2.024D+00
   21   23     0     0  con    0  1.0D+00  1.7D-01  5.436D-03  2.024D+00
   22   24     0     0  con    0  1.0D+00  5.2D-01  6.268D-03  2.024D+00
   23   25     0     0  con    0  1.0D+00  6.0D-01  5.512D-03  2.023D+00
   24   26     0     0  con    0  1.0D+00  1.1D+00  4.710D-03  2.023D+00
   25   27     0     0  con    0  1.0D+00  8.8D-01  2.199D-03  2.023D+00
   26   28     0     0  con    0  1.0D+00  6.5D-01  1.707D-03  2.023D+00
   27   29     0     0  con    0  1.0D+00  1.4D+00  1.434D-03  2.023D+00
   28   30     0     0  con    0  1.0D+00  1.5D+00  1.021D-03  2.023D+00
   29   31     0     0  con    0  1.0D+00  1.4D+00  7.309D-04  2.023D+00
   30   32     0     0  con    0  1.0D+00  1.9D+00  4.850D-04  2.023D+00
   31   33     0     0  con    0  1.0D+00  1.7D+00  6.496D-04  2.023D+00
   32   34     0     0  con    0  1.0D+00  2.5D+00  3.297D-04  2.023D+00
   33   35     0     0  con    0  1.0D+00  2.5D+00  7.355D-05  2.023D+00
   34   36     0     0  con    0  1.0D+00  3.0D+00  5.659D-05  2.023D+00
   35   37     0     0  con    0  1.0D+00  4.2D+00  7.757D-04  2.023D+00
   36   38     0     0  con    0  1.0D+00  1.4D+00  1.538D-04  2.023D+00
   37   39     0     0  con    0  1.0D+00  2.2D+00  5.115D-05  2.023D+00
   38   40     0     0  con    0  1.0D+00  8.5D+00  3.309D-04  2.023D+00
   39   41     0     0  con    0  1.0D+00  1.0D+01  3.983D-04  2.023D+00
   40   43     0     0  con    1  1.2D-01  2.5D-01  4.030D-04  2.023D+00
   41   46     0     0  con    2  5.7D-02  5.1D-01  3.914D-04  2.023D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.414D+02  5.425D+01
    1    2     1     0  ---    0  2.8D-03  1.0D+00  2.805D+00  3.439D+00
    2    4     0     0  con    1  5.0D+00  5.7D-02  2.358D+00  3.230D+00
    3    5     0     0  con    0  1.0D+00  3.1D-01  9.442D-01  2.549D+00
    4    6     0     0  con    0  1.0D+00  2.1D-01  5.133D-01  2.347D+00
    5    7     0     0  con    0  1.0D+00  2.6D-01  2.269D-01  2.227D+00
    6    8     0     0  con    0  1.0D+00  2.9D-01  1.085D-01  2.163D+00
    7    9     0     0  con    0  1.0D+00  4.0D-01  1.229D-01  2.125D+00
    8   10     0     0  con    0  1.0D+00  3.8D-01  9.831D-02  2.100D+00
    9   11     0     0  con    0  1.0D+00  2.6D-01  1.038D-01  2.083D+00
   10   12     0     0  con    0  1.0D+00  1.2D+00  1.616D-01  2.052D+00
   11   13     0     0  con    0  1.0D+00  3.0D-01  7.088D-02  2.035D+00
   12   14     0     0  con    0  1.0D+00  8.7D-02  2.050D-02  2.032D+00
   13   15     0     0  con    0  1.0D+00  1.3D-01  1.753D-02  2.030D+00
   14   16     0     0  con    0  1.0D+00  3.9D-01  1.275D-02  2.028D+00
   15   17     0     0  con    0  1.0D+00  3.1D-01  8.246D-03  2.027D+00
   16   18     0     0  con    0  1.0D+00  4.1D-01  1.332D-02  2.026D+00
   17   19     0     0  con    0  1.0D+00  1.0D-01  8.006D-03  2.026D+00
   18   20     0     0  con    0  1.0D+00  1.6D-01  8.693D-03  2.025D+00
   19   21     0     0  con    0  1.0D+00  2.9D-01  1.721D-02  2.025D+00
   20   22     0     0  con    0  1.0D+00  6.8D-01  2.649D-02  2.022D+00
   21   24     0     0  con    1  5.2D-01  8.5D-01  2.890D-02  2.021D+00
   22   26     0     0  con    1  4.5D-01  2.8D-01  2.010D-02  2.020D+00
   23   27     0     0  con    0  1.0D+00  3.5D-01  5.387D-03  2.020D+00
   24   28     0     0  con    0  1.0D+00  2.2D-01  3.168D-03  2.020D+00
   25   29     0     0  con    0  1.0D+00  1.6D-01  2.842D-03  2.020D+00
   26   31     0     0  con    1  3.0D-01  4.7D-01  7.618D-03  2.020D+00
   27   32     0     0  con    0  1.0D+00  9.2D-01  2.139D-03  2.020D+00
   28   33     0     0  con    0  1.0D+00  1.0D+00  6.677D-04  2.020D+00
   29   34     0     0  con    0  1.0D+00  1.1D+00  1.722D-03  2.020D+00
   30   36     0     0  con    1  5.0D-01  1.1D+00  2.413D-03  2.020D+00
   31   37     0     0  con    0  1.0D+00  9.9D-01  9.296D-04  2.020D+00
   32   38     0     0  con    0  1.0D+00  1.7D+00  6.879D-05  2.020D+00
   33   39     0     0  con    0  1.0D+00  1.7D+00  1.275D-03  2.020D+00
   34   40     0     0  con    0  1.0D+00  3.1D+00  1.324D-03  2.020D+00
   35   41     0     0  con    0  1.0D+00  1.1D+00  4.047D-04  2.020D+00
   36   42     0     0  con    0  1.0D+00  2.4D+00  2.402D-04  2.020D+00
   37   43     0     0  con    0  1.0D+00  2.1D+00  3.267D-04  2.020D+00
   38   45     0     0  con    1  1.0D-01  7.7D-01  4.620D-04  2.020D+00
   39   46     0     0  con    0  1.0D+00  3.5D+00  7.652D-05  2.020D+00
   40   47     0     0  con    0  1.0D+00  4.3D+00  6.390D-05  2.020D+00
   41   49     0     0  con    1  2.9D-01  1.5D+00  2.247D-04  2.020D+00
   42   50     0     0  con    0  1.0D+00  3.2D+00  4.709D-05  2.020D+00
   43   51     0     0  con    0  1.0D+00  1.8D+01  3.610D-04  2.020D+00
   44   52     0     0  con    0  1.0D+00  2.8D+00  2.067D-04  2.020D+00
   45   53     0     0  con    0  1.0D+00  4.9D+00  1.706D-04  2.020D+00
   46   54     0     0  con    0  1.0D+00  1.4D+00  1.369D-04  2.020D+00
   47   55     0     0  con    0  1.0D+00  2.3D+00  1.002D-04  2.020D+00
   48   56     0     0  con    0  1.0D+00  2.7D+00  8.064D-05  2.020D+00
   49   57     0     0  con    0  1.0D+00  6.7D+00  7.710D-05  2.020D+00
   50   61     0     0  con    3  4.0D-01  6.1D+00  6.605D-05  2.020D+00
   51   64     0     0  con    2  2.0D-01  4.4D-01  4.618D-05  2.020D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.286D+02  5.222D+01
    1    2     1     0  ---    0  3.0D-03  1.0D+00  2.932D+00  3.542D+00
    2    4     0     0  con    1  5.0D+00  6.2D-02  2.436D+00  3.308D+00
    3    5     0     0  con    0  1.0D+00  3.4D-01  9.024D-01  2.537D+00
    4    6     0     0  con    0  1.0D+00  2.3D-01  4.617D-01  2.310D+00
    5    7     0     0  con    0  1.0D+00  3.0D-01  2.233D-01  2.163D+00
    6    8     0     0  con    0  1.0D+00  3.1D-01  1.112D-01  2.099D+00
    7    9     0     0  con    0  1.0D+00  2.5D-01  8.084D-02  2.079D+00
    8   10     0     0  con    0  1.0D+00  2.2D-01  1.018D-01  2.072D+00
    9   11     0     0  con    0  1.0D+00  7.5D-02  5.142D-02  2.067D+00
   10   12     0     0  con    0  1.0D+00  1.9D-01  6.788D-02  2.062D+00
   11   13     0     0  con    0  1.0D+00  2.5D-01  8.221D-02  2.055D+00
   12   14     0     0  con    0  1.0D+00  4.6D-01  9.640D-02  2.044D+00
   13   15     0     0  con    0  1.0D+00  5.5D-01  1.157D-01  2.038D+00
   14   16     0     0  con    0  1.0D+00  1.6D-01  4.147D-02  2.032D+00
   15   17     0     0  con    0  1.0D+00  1.5D-01  3.171D-02  2.030D+00
   16   18     0     0  con    0  1.0D+00  5.7D-01  7.478D-03  2.027D+00
   17   19     0     0  con    0  1.0D+00  4.9D-01  1.091D-02  2.026D+00
   18   20     0     0  con    0  1.0D+00  7.3D-01  7.158D-03  2.025D+00
   19   22     0     0  con    1  4.9D-01  5.1D-01  1.372D-02  2.024D+00
   20   23     0     0  con    0  1.0D+00  5.9D-01  1.223D-02  2.024D+00
   21   24     0     0  con    0  1.0D+00  7.7D-01  2.255D-02  2.024D+00
   22   26     0     0  con    1  3.8D-01  5.9D-01  5.959D-03  2.024D+00
   23   28     0     0  con    1  4.6D-01  6.0D-01  1.820D-02  2.023D+00
   24   29     0     0  con    0  1.0D+00  2.4D-01  1.369D-02  2.023D+00
   25   30     0     0  con    0  1.0D+00  3.9D-01  7.377D-03  2.023D+00
   26   31     0     0  con    0  1.0D+00  6.2D-01  7.283D-03  2.023D+00
   27   33     0     0  con    1  1.4D-01  1.6D-01  3.942D-03  2.023D+00
   28   34     0     0  con    0  1.0D+00  7.9D-01  5.054D-03  2.023D+00
   29   35     0     0  con    0  1.0D+00  7.6D-01  7.690D-03  2.023D+00
   30   36     0     0  con    0  1.0D+00  4.6D-01  6.388D-03  2.023D+00
   31   37     0     0  con    0  1.0D+00  7.1D-01  4.802D-03  2.023D+00
   32   39     0     0  con    1  2.1D-01  6.1D-01  6.980D-04  2.023D+00
   33   41     0     0  con    1  4.3D-01  4.2D-01  3.896D-03  2.023D+00
   34   42     0     0  con    0  1.0D+00  2.6D-01  3.633D-03  2.023D+00
   35   43     0     0  con    0  1.0D+00  6.0D-01  2.877D-03  2.023D+00
   36   44     0     0  con    0  1.0D+00  2.9D-01  1.217D-03  2.023D+00
   37   45     0     0  con    0  1.0D+00  3.5D-01  1.119D-03  2.023D+00
   38   46     0     0  con    0  1.0D+00  4.2D-01  3.613D-04  2.023D+00
   39   47     0     0  con    0  1.0D+00  4.3D-01  1.919D-03  2.023D+00
   40   48     0     0  con    0  1.0D+00  1.2D-01  4.119D-04  2.023D+00
   41   49     0     0  con    0  1.0D+00  1.2D-01  1.309D-04  2.023D+00
   42   50     0     0  con    0  1.0D+00  8.7D-02  7.736D-05  2.023D+00
   43   58     0     0  con    7  3.6D-02  2.8D-03  7.774D-05  2.023D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.620D+02  5.750D+01
    1    2     1     0  ---    0  2.7D-03  1.0D+00  2.872D+00  3.475D+00
    2    4     0     0  con    1  5.0D+00  5.8D-02  2.402D+00  3.249D+00
    3    5     0     0  con    0  1.0D+00  3.1D-01  9.504D-01  2.530D+00
    4    6     0     0  con    0  1.0D+00  2.1D-01  5.099D-01  2.315D+00
    5    7     0     0  con    0  1.0D+00  2.7D-01  2.121D-01  2.182D+00
    6    8     0     0  con    0  1.0D+00  2.7D-01  9.952D-02  2.125D+00
    7    9     0     0  con    0  1.0D+00  2.2D-01  7.477D-02  2.103D+00
    8   10     0     0  con    0  1.0D+00  2.2D-01  6.219D-02  2.090D+00
    9   11     0     0  con    0  1.0D+00  2.3D-01  8.153D-02  2.080D+00
   10   12     0     0  con    0  1.0D+00  5.1D-01  7.339D-02  2.060D+00
   11   13     0     0  con    0  1.0D+00  6.0D-01  6.912D-02  2.043D+00
   12   15     0     0  con    1  4.7D-01  2.2D-01  7.667D-02  2.038D+00
   13   16     0     0  con    0  1.0D+00  1.1D-01  4.578D-02  2.035D+00
   14   17     0     0  con    0  1.0D+00  7.6D-02  3.868D-02  2.033D+00
   15   18     0     0  con    0  1.0D+00  7.4D-01  3.687D-02  2.025D+00
   16   19     0     0  con    0  1.0D+00  3.2D-01  8.511D-03  2.023D+00
   17   20     0     0  con    0  1.0D+00  5.4D-01  9.805D-03  2.022D+00
   18   22     0     0  con    1  3.9D-01  3.4D-01  9.525D-03  2.021D+00
   19   23     0     0  con    0  1.0D+00  5.9D-01  1.896D-02  2.021D+00
   20   24     0     0  con    0  1.0D+00  5.2D-01  1.584D-02  2.020D+00
   21   25     0     0  con    0  1.0D+00  6.1D-01  1.263D-02  2.020D+00
   22   26     0     0  con    0  1.0D+00  4.8D-01  1.040D-02  2.020D+00
   23   27     0     0  con    0  1.0D+00  5.0D-01  4.443D-03  2.020D+00
   24   29     0     0  con    1  5.2D-01  4.2D-01  8.389D-03  2.020D+00
   25   30     0     0  con    0  1.0D+00  4.2D-01  7.801D-03  2.020D+00
   26   31     0     0  con    0  1.0D+00  7.4D-01  5.926D-03  2.020D+00
   27   32     0     0  con    0  1.0D+00  4.3D-01  1.395D-03  2.020D+00
   28   33     0     0  con    0  1.0D+00  4.2D-01  5.265D-03  2.020D+00
   29   34     0     0  con    0  1.0D+00  2.0D-01  1.895D-03  2.020D+00
   30   35     0     0  con    0  1.0D+00  2.5D-01  7.599D-04  2.020D+00
   31   36     0     0  con    0  1.0D+00  2.5D-01  2.819D-04  2.020D+00
   32   37     0     0  con    0  1.0D+00  1.1D-01  2.573D-04  2.020D+00
   33   38     0     0  con    0  1.0D+00  1.4D-01  2.416D-04  2.020D+00
   34   39     0     0  con    0  1.0D+00  7.6D-02  7.991D-04  2.020D+00
   35   40     0     0  con    0  1.0D+00  1.3D-01  1.128D-03  2.020D+00
   36   41     0     0  con    0  1.0D+00  4.0D-01  2.472D-03  2.020D+00
   37   42     0     0  con    0  1.0D+00  7.3D-01  3.160D-03  2.020D+00
   38   44     0     0  con    1  4.3D-01  9.6D-01  2.831D-03  2.020D+00
   39   46     0     0  con    1  2.3D-01  5.4D-01  6.939D-03  2.020D+00
   40   47     0     0  con    0  1.0D+00  2.3D+00  3.164D-03  2.020D+00
   41   48     0     0  con    0  1.0D+00  1.7D+00  2.479D-03  2.020D+00
   42   49     0     0  con    0  1.0D+00  1.6D+00  2.475D-03  2.020D+00
   43   50     0     0  con    0  1.0D+00  6.4D-01  1.040D-03  2.020D+00
   44   51     0     0  con    0  1.0D+00  2.3D+00  3.972D-03  2.020D+00
   45   52     0     0  con    0  1.0D+00  3.6D-01  3.262D-04  2.020D+00
   46   53     0     0  con    0  1.0D+00  7.9D-01  3.039D-04  2.020D+00
   47   54     0     0  con    0  1.0D+00  1.9D+00  3.508D-04  2.020D+00
   48   55     0     0  con    0  1.0D+00  5.6D-01  6.866D-04  2.020D+00
   49   56     0     0  con    0  1.0D+00  6.2D-01  6.508D-04  2.020D+00
   50   57     0     0  con    0  1.0D+00  1.9D+00  4.146D-04  2.020D+00
   51   58     0     0  con    0  1.0D+00  2.3D+00  3.760D-04  2.020D+00
   52   59     0     0  con    0  1.0D+00  2.7D+00  2.385D-04  2.020D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     9.397D-02  2.140D+00
    1    3     1     0  ---    1  1.9D+00  3.0D-01  1.450D-01  2.117D+00
    2    4     0     0  con    0  1.0D+00  1.7D-01  8.888D-02  2.103D+00
    3    5     0     0  con    0  1.0D+00  1.3D-01  9.505D-02  2.095D+00
    4    6     0     0  con    0  1.0D+00  5.6D-01  1.142D-01  2.076D+00
    5    7     0     0  con    0  1.0D+00  1.2D-01  5.002D-02  2.065D+00
    6    8     0     0  con    0  1.0D+00  3.3D-01  1.193D-01  2.054D+00
    7    9     0     0  con    0  1.0D+00  3.2D-01  1.278D-01  2.049D+00
    8   10     0     0  con    0  1.0D+00  1.6D-01  4.060D-02  2.046D+00
    9   11     0     0  con    0  1.0D+00  3.7D-01  1.021D-01  2.043D+00
   10   12     0     0  con    0  1.0D+00  2.9D-01  3.942D-02  2.040D+00
   11   13     0     0  con    0  1.0D+00  4.0D-01  4.875D-02  2.038D+00
   12   14     0     0  con    0  1.0D+00  6.2D-01  3.822D-02  2.035D+00
   13   15     0     0  con    0  1.0D+00  4.4D-01  3.989D-02  2.034D+00
   14   16     0     0  con    0  1.0D+00  6.6D-01  1.244D-01  2.034D+00
   15   17     0     0  con    0  1.0D+00  3.6D-01  1.697D-02  2.034D+00
   16   18     0     0  con    0  1.0D+00  4.1D-01  3.061D-02  2.033D+00
   17   19     0     0  con    0  1.0D+00  8.8D-01  1.060D-02  2.033D+00
   18   20     0     0  con    0  1.0D+00  7.8D-01  4.373D-03  2.033D+00
   19   21     0     0  con    0  1.0D+00  9.7D-01  6.775D-03  2.033D+00
   20   22     0     0  con    0  1.0D+00  1.6D+00  5.367D-03  2.033D+00
   21   23     0     0  con    0  1.0D+00  9.4D-01  2.399D-03  2.033D+00
   22   24     0     0  con    0  1.0D+00  2.3D+00  1.762D-03  2.033D+00
   23   25     0     0  con    0  1.0D+00  3.9D+00  3.508D-03  2.033D+00
   24   26     0     0  con    0  1.0D+00  2.3D+01  2.665D-02  2.032D+00
   25   27     0     0  con    0  1.0D+00  2.0D+00  1.553D-02  2.032D+00
   26   28     0     0  con    0  1.0D+00  1.9D+01  2.575D-01  2.031D+00
   27   30     0     0  con    1  2.3D-01  1.1D+01  3.316D-01  2.031D+00
   28   32     0     0  con    1  4.7D-01  1.2D+01  2.654D-01  2.030D+00
   29   33     0     0  con    0  1.0D+00  1.9D+01  3.415D-01  2.029D+00
   30   34     0     0  con    0  1.0D+00  2.7D+00  3.396D-02  2.028D+00
   31   36     0     0  con    1  3.3D-01  1.0D+01  2.498D-01  2.027D+00
   32   37     0     0  con    0  1.0D+00  1.7D+01  2.341D-01  2.026D+00
   33   38     0     0  con    0  1.0D+00  1.4D+01  5.005D-02  2.024D+00
   34   39     0     0  con    0  1.0D+00  1.7D+01  3.553D-01  2.022D+00
   35   40     0     0  con    0  1.0D+00  1.6D+01  2.714D-01  2.021D+00
   36   41     0     0  con    0  1.0D+00  9.0D-01  4.802D-01  2.021D+00
   37   42     0     0  con    0  1.0D+00  1.4D+01  6.639D-01  2.020D+00
   38   43     0     0  con    0  1.0D+00  9.9D+00  9.548D-02  2.020D+00
   39   44     0     0  con    0  1.0D+00  1.4D+01  3.494D-01  2.019D+00
   40   45     0     0  con    0  1.0D+00  6.0D+00  5.317D-01  2.019D+00
   41   46     0     0  con    0  1.0D+00  1.4D+01  2.261D-01  2.018D+00
   42   47     0     0  con    0  1.0D+00  9.5D+00  1.959D-01  2.018D+00
   43   48     0     0  con    0  1.0D+00  2.6D+00  1.516D-01  2.017D+00
   44   49     0     0  con    0  1.0D+00  9.8D+00  5.221D-02  2.017D+00
   45   50     0     0  con    0  1.0D+00  2.1D-01  3.013D-02  2.017D+00
   46   51     0     0  con    0  1.0D+00  2.7D-01  2.207D-02  2.017D+00
   47   52     0     0  con    0  1.0D+00  8.0D-01  9.976D-02  2.017D+00
   48   53     0     0  con    0  1.0D+00  3.7D+00  1.952D-01  2.017D+00
   49   54     0     0  con    0  1.0D+00  8.5D+00  1.827D-01  2.016D+00
   50   56     0     0  con    1  1.8D-03  4.8D-01  2.284D-01  2.016D+00
   51   57     0     0  con    0  1.0D+00  1.2D+01  8.963D-02  2.016D+00
   52   58     0     0  con    0  1.0D+00  6.4D+00  1.461D-02  2.016D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.982D+02  3.160D+01
    1    2     1     0  ---    0  5.0D-03  1.0D+00  1.709D+00  2.768D+00
    2    4     0     0  con    1  5.0D+00  5.4D-02  1.449D+00  2.662D+00
    3    5     0     0  con    0  1.0D+00  3.3D-01  5.280D-01  2.276D+00
    4    6     0     0  con    0  1.0D+00  2.2D-01  2.472D-01  2.159D+00
    5    7     0     0  con    0  1.0D+00  2.6D-01  1.280D-01  2.093D+00
    6    8     0     0  con    0  1.0D+00  2.5D-01  6.922D-02  2.063D+00
    7    9     0     0  con    0  1.0D+00  3.4D-01  4.431D-02  2.041D+00
    8   11     0     0  con    1  4.5D-01  3.3D-01  9.830D-02  2.027D+00
    9   12     0     0  con    0  1.0D+00  7.7D-01  1.262D-01  2.001D+00
   10   13     0     0  con    0  1.0D+00  1.1D+00  3.693D-01  1.984D+00
   11   15     0     0  con    1  4.3D-01  2.9D-01  5.647D-02  1.979D+00
   12   16     0     0  con    0  1.0D+00  1.4D-01  5.314D-02  1.979D+00
   13   17     0     0  con    0  1.0D+00  1.5D-01  3.377D-02  1.977D+00
   14   18     0     0  con    0  1.0D+00  3.0D-01  4.693D-02  1.974D+00
   15   19     0     0  con    0  1.0D+00  3.7D-01  3.935D-02  1.971D+00
   16   20     0     0  con    0  1.0D+00  1.3D-01  4.479D-02  1.969D+00
   17   21     0     0  con    0  1.0D+00  7.9D-02  7.684D-02  1.969D+00
   18   22     0     0  con    0  1.0D+00  2.3D-02  1.340D-02  1.969D+00
   19   23     0     0  con    0  1.0D+00  3.2D-03  5.312D-03  1.969D+00
   20   24     0     0  con    0  1.0D+00  1.4D-02  9.823D-03  1.969D+00
   21   25     0     0  con    0  1.0D+00  1.3D-02  7.846D-03  1.969D+00
   22   26     0     0  con    0  1.0D+00  6.9D-03  1.301D-03  1.969D+00
   23   27     0     0  con    0  1.0D+00  3.5D-03  4.565D-03  1.969D+00
   24   28     0     0  con    0  1.0D+00  3.4D-03  9.279D-03  1.969D+00
   25   29     0     0  con    0  1.0D+00  9.7D-03  1.802D-02  1.969D+00
   26   30     0     0  con    0  1.0D+00  2.3D-02  2.951D-02  1.969D+00
   27   31     0     0  con    0  1.0D+00  5.6D-02  4.358D-02  1.969D+00
   28   32     0     0  con    0  1.0D+00  1.1D-01  5.270D-02  1.969D+00
